60,0
0,0
6,7
0,0
6,7
0,0
0,0
0,0
0,0
0,0
6,7
6,7
0,0
6,7
6,2
0,0
13,3
13,3
33,3
0,0
6,7
26,7
100,0
0,0
6,7
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26,7
0,0
0,0
0,0
0,0
6,7
6,7
6,7
0,0
0,0
0,0
0,0
106,7
0,0
0,0
0,0
0,0
6,7
6,7
6,7
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
6,7
0,0
6,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
6,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
6,7
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
13,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
6,2
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,2
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
6,7
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
%CPU
60,0
6,7
6,7
0,0
0,0
6,7
0,0
0,0
0,0
0,0
6,2
13,3
0,0
6,2
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
280,0
106,7
100,0
226,7
433,3
440,0
100,0
100,0
100,0
93,3
180,0
400,0
106,7
100,0
%CPU
100,0
106,7
106,7
100,0
100,0
100,0
193,3
306,2
100,0
100,0
100,0
93,8
146,7
100,0
100,0
100,0
453,3
106,7
100,0
93,3
106,7
246,7
100,0
100,0
100,0
106,7
106,7
100,0
353,3
100,0
93,3
106,7
100,0
586,7
93,8
106,7
160,0
93,3
100,0
100,0
106,7
206,7
100,0
540,0
100,0
93,3
293,8
106,7
100,0
106,7
100,0
100,0
106,7
180,0
453,3
100,0
100,0
93,3
100,0
366,7
100,0
526,7
106,7
100,0
106,7
106,7
100,0
106,7
93,8
93,3
560,0
100,0
100,0
100,0
100,0
100,0
106,7
100,0
93,3
113,3
200,0
100,0
456,2
100,0
100,0
520,0
106,7
20,0
18,8
20,0
20,0
18,8
20,0
20,0
13,3
(null)
20,0
13,3
13,3
20,0
(null)
6,7
20,0
20,0
20,0
20,0
20,0
20,0
26,7
20,0
13,3
20,0
20,0
20,0
20,0
20,0
12,5
6,7
20,0
13,3
20,0
12,5
20,0
26,7
18,8
20,0
20,0
20,0
13,3
40,0
33,3
12,5
18,8
25,0
20,0
13,3
66,7
0,0
0,0
6,7
6,7
0,0
6,7
0,0
0,0
0,0
0,0
6,7
0,0
0,0
6,7
0,0
18,8
6,7
0,0
0,0
60,0
0,0
0,0
%CPU
6,7
6,7
0,0
6,7
0,0
0,0
0,0
86,7
6,7
0,0
13,3
6,2
0,0
0,0
0,0
0,0
0,0
0,0
6,7
6,7
0,0
6,2
60,0
0,0
0,0
6,7
0,0
0,0
53,3
106,7
0,0
6,2
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,2
0,0
0,0
0,0
0,0
46,7
0,0
146,7
6,7
6,7
13,3
13,3
0,0
0,0
6,7
6,7
0,0
0,0
0,0
0,0
6,7
6,7
0,0
0,0
6,7
6,7
6,7
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
6,7
0,0
0,0
6,7
0,0
0,0
6,7
6,7
0,0
0,0
6,7
6,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,7
6,7
0,0
0,0
0,0
100,0
100,0
93,3
100,0
100,0
566,7
100,0
100,0
93,3
550,0
100,0
100,0
100,0
100,0
586,7
100,0
106,7
100,0
100,0
406,7
100,0
106,7
100,0
506,7
100,0
100,0
173,3
100,0
440,0
100,0
100,0
100,0
100,0
440,0
106,7
100,0
100,0
93,8
453,3
446,7
466,7
106,7
%CPU
313,3
100,0
193,3
100,0
106,7
153,3
100,0
106,7
106,7
460,0
100,0
106,7
466,7
100,0
106,7
106,7
100,0
106,7
100,0
100,0
100,0
100,0
100,0
100,0
166,7
100,0
100,0
100,0
153,3
580,0
368,8
100,0
106,7
93,3
100,0
160,0
106,7
100,0
333,3
100,0
100,0
186,7
406,7
100,0
106,7
100,0
106,7
213,3
100,0
106,7
93,8
293,3
100,0
93,3
473,3
100,0
106,7
213,3
100,0
106,7
126,7
100,0
100,0
653,3
100,0
146,7
106,7
106,7
106,7
100,0
418,8
100,0
100,0
473,3
100,0
100,0
93,3
(null)
100,0
100,0
106,7
93,3
100,0
100,0
93,3
253,3
406,7
533,3
493,8
493,8
506,2
493,3
362,5
280,0
166,7
106,7
106,7
100,0
106,7
100,0
106,7
113,3
240,0
573,3
106,7
93,8
100,0
100,0
581,2
93,8
93,8
100,0
100,0
633,3
100,0
93,8
100,0
100,0
373,3
93,8
106,7
360,0
113,3
100,0
100,0
100,0
131,2
453,3
100,0
100,0
100,0
100,0
100,0
100,0
100,0
106,7
100,0
93,8
466,7
126,7
131,2
100,0
100,0
93,3
93,3
93,8
200,0
100,0
93,3
240,0
306,2
93,8
100,0
100,0
100,0
100,0
93,3
93,3
93,3
100,0
106,7
93,3
173,3
106,7
426,7
106,7
106,7
106,7
400,0
173,3
93,8
446,7
126,7
100,0
100,0
206,7
506,7
100,0
106,7
100,0
100,0
100,0
100,0
100,0
106,7
100,0
106,7
106,2
246,7
100,0
420,0
106,7
100,0
146,7
106,7
100,0
100,0
93,3
233,3
126,7
100,0
93,3
100,0
366,7
226,7
100,0
106,7
93,8
100,0
100,0
100,0
100,0
106,7
93,3
100,0
106,7
106,7
93,3
93,3
106,7
100,0
93,3
100,0
93,3
166,7
406,2
493,3
106,7
106,7
100,0
93,3
93,3
600,0
93,8
93,3
(null)
100,0
106,7
313,3
166,7
100,0
93,3
100,0
93,3
100,0
180,0
100,0
100,0
100,0
100,0
313,3
453,3
400,0
106,7
93,3
420,0
100,0
100,0
106,7
240,0
113,3
93,3
100,0
162,5
493,3
486,7
186,7
106,7
106,7
100,0
440,0
100,0
100,0
100,0
473,3
233,3
473,3
106,7
100,0
100,0
100,0
93,3
93,3
100,0
100,0
106,7
100,0
106,7
486,7
106,7
100,0
100,0
106,7
100,0
93,3
93,3
100,0
